id,ligand_name,binding_site,cuda_setup_s,rest_setup_s,total_setup_s,job_wait_s,job_duration_s,run_time_s,processing_time_s,run_plus_processing_s,shutdown_s,gpu_memory_mb
5,ADBBMN.xaa_ligand_19-Model1-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
10,ADBBMN.xaa_ligand_19-Model10-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
11,ADBBMN.xaa_ligand_19-Model11-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
54,ADBBMN.xaa_ligand_19-Model12-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
29,ADBBMN.xaa_ligand_19-Model13-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
18,ADBBMN.xaa_ligand_19-Model14-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
28,ADBBMN.xaa_ligand_19-Model15-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
24,ADBBMN.xaa_ligand_19-Model16-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
14,ADBBMN.xaa_ligand_19-Model17-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
35,ADBBMN.xaa_ligand_19-Model18-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
52,ADBBMN.xaa_ligand_19-Model19-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
6,ADBBMN.xaa_ligand_19-Model2-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
56,ADBBMN.xaa_ligand_19-Model20-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
37,ADBBMN.xaa_ligand_19-Model21-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
60,ADBBMN.xaa_ligand_19-Model22-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
2,ADBBMN.xaa_ligand_19-Model23-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
50,ADBBMN.xaa_ligand_19-Model24-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
38,ADBBMN.xaa_ligand_19-Model25-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
49,ADBBMN.xaa_ligand_19-Model26-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
59,ADBBMN.xaa_ligand_19-Model27-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
58,ADBBMN.xaa_ligand_19-Model28-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
21,ADBBMN.xaa_ligand_19-Model29-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
47,ADBBMN.xaa_ligand_19-Model3-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
55,ADBBMN.xaa_ligand_19-Model30-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
41,ADBBMN.xaa_ligand_19-Model31-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
13,ADBBMN.xaa_ligand_19-Model32-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
30,ADBBMN.xaa_ligand_19-Model33-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
12,ADBBMN.xaa_ligand_19-Model34-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
57,ADBBMN.xaa_ligand_19-Model35-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
32,ADBBMN.xaa_ligand_19-Model36-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
9,ADBBMN.xaa_ligand_19-Model37-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
39,ADBBMN.xaa_ligand_19-Model38-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
43,ADBBMN.xaa_ligand_19-Model39-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
63,ADBBMN.xaa_ligand_19-Model4-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
17,ADBBMN.xaa_ligand_19-Model40-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
62,ADBBMN.xaa_ligand_19-Model41-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
15,ADBBMN.xaa_ligand_19-Model42-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
27,ADBBMN.xaa_ligand_19-Model43-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
25,ADBBMN.xaa_ligand_19-Model44-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
36,ADBBMN.xaa_ligand_19-Model45-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
44,ADBBMN.xaa_ligand_19-Model46-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
19,ADBBMN.xaa_ligand_19-Model47-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
34,ADBBMN.xaa_ligand_19-Model48-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
40,ADBBMN.xaa_ligand_19-Model49-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
26,ADBBMN.xaa_ligand_19-Model5-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
64,ADBBMN.xaa_ligand_19-Model50-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
61,ADBBMN.xaa_ligand_19-Model51-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
4,ADBBMN.xaa_ligand_19-Model52-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
33,ADBBMN.xaa_ligand_19-Model53-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
53,ADBBMN.xaa_ligand_19-Model54-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
31,ADBBMN.xaa_ligand_19-Model55-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
22,ADBBMN.xaa_ligand_19-Model56-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
46,ADBBMN.xaa_ligand_19-Model57-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
7,ADBBMN.xaa_ligand_19-Model58-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
51,ADBBMN.xaa_ligand_19-Model59-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
45,ADBBMN.xaa_ligand_19-Model6-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
48,ADBBMN.xaa_ligand_19-Model60-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
3,ADBBMN.xaa_ligand_19-Model61-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
42,ADBBMN.xaa_ligand_19-Model62-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
16,ADBBMN.xaa_ligand_19-Model63-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
8,ADBBMN.xaa_ligand_19-Model64-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
1,ADBBMN.xaa_ligand_19-Model7-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
23,ADBBMN.xaa_ligand_19-Model8-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
20,ADBBMN.xaa_ligand_19-Model9-5i6x_edited,1,0.238828,0.043184,0.28201200000000004,0.643,0.239,0.939,0.056,0.995,0.001263,73.32
9331,ADBBMN.xaa_ligand_01-Model1-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9300,ADBBMN.xaa_ligand_01-Model10-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9339,ADBBMN.xaa_ligand_01-Model11-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9293,ADBBMN.xaa_ligand_01-Model12-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9312,ADBBMN.xaa_ligand_01-Model13-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9336,ADBBMN.xaa_ligand_01-Model14-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9286,ADBBMN.xaa_ligand_01-Model15-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9302,ADBBMN.xaa_ligand_01-Model16-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9285,ADBBMN.xaa_ligand_01-Model17-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9306,ADBBMN.xaa_ligand_01-Model18-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9304,ADBBMN.xaa_ligand_01-Model19-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9309,ADBBMN.xaa_ligand_01-Model2-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9340,ADBBMN.xaa_ligand_01-Model20-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9288,ADBBMN.xaa_ligand_01-Model21-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9329,ADBBMN.xaa_ligand_01-Model22-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9284,ADBBMN.xaa_ligand_01-Model23-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9330,ADBBMN.xaa_ligand_01-Model24-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9318,ADBBMN.xaa_ligand_01-Model25-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9305,ADBBMN.xaa_ligand_01-Model26-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9311,ADBBMN.xaa_ligand_01-Model27-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9313,ADBBMN.xaa_ligand_01-Model28-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9328,ADBBMN.xaa_ligand_01-Model29-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9338,ADBBMN.xaa_ligand_01-Model3-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9324,ADBBMN.xaa_ligand_01-Model30-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9310,ADBBMN.xaa_ligand_01-Model31-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9299,ADBBMN.xaa_ligand_01-Model32-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9289,ADBBMN.xaa_ligand_01-Model33-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9319,ADBBMN.xaa_ligand_01-Model34-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9327,ADBBMN.xaa_ligand_01-Model35-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9295,ADBBMN.xaa_ligand_01-Model36-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9315,ADBBMN.xaa_ligand_01-Model37-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9283,ADBBMN.xaa_ligand_01-Model38-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9282,ADBBMN.xaa_ligand_01-Model39-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9332,ADBBMN.xaa_ligand_01-Model4-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9291,ADBBMN.xaa_ligand_01-Model40-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9337,ADBBMN.xaa_ligand_01-Model41-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9323,ADBBMN.xaa_ligand_01-Model42-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9321,ADBBMN.xaa_ligand_01-Model43-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9342,ADBBMN.xaa_ligand_01-Model44-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9303,ADBBMN.xaa_ligand_01-Model45-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9298,ADBBMN.xaa_ligand_01-Model46-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9325,ADBBMN.xaa_ligand_01-Model47-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9343,ADBBMN.xaa_ligand_01-Model48-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9317,ADBBMN.xaa_ligand_01-Model49-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9292,ADBBMN.xaa_ligand_01-Model5-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9316,ADBBMN.xaa_ligand_01-Model50-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9297,ADBBMN.xaa_ligand_01-Model51-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9281,ADBBMN.xaa_ligand_01-Model52-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9307,ADBBMN.xaa_ligand_01-Model53-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9320,ADBBMN.xaa_ligand_01-Model54-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9334,ADBBMN.xaa_ligand_01-Model55-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9301,ADBBMN.xaa_ligand_01-Model56-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9335,ADBBMN.xaa_ligand_01-Model57-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9290,ADBBMN.xaa_ligand_01-Model58-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9326,ADBBMN.xaa_ligand_01-Model59-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9296,ADBBMN.xaa_ligand_01-Model6-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9308,ADBBMN.xaa_ligand_01-Model60-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9287,ADBBMN.xaa_ligand_01-Model61-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9294,ADBBMN.xaa_ligand_01-Model62-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9344,ADBBMN.xaa_ligand_01-Model63-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9341,ADBBMN.xaa_ligand_01-Model64-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9314,ADBBMN.xaa_ligand_01-Model7-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9322,ADBBMN.xaa_ligand_01-Model8-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
9333,ADBBMN.xaa_ligand_01-Model9-5i6x_edited,2,0.126656,0.040107,0.166763,0.539,0.23,0.823,0.053,0.876,0.001327,74.82
6615,ADBBMN.xaa_ligand_02-Model1-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6636,ADBBMN.xaa_ligand_02-Model10-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6625,ADBBMN.xaa_ligand_02-Model11-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6614,ADBBMN.xaa_ligand_02-Model12-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6637,ADBBMN.xaa_ligand_02-Model13-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6596,ADBBMN.xaa_ligand_02-Model14-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6649,ADBBMN.xaa_ligand_02-Model15-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6610,ADBBMN.xaa_ligand_02-Model16-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6651,ADBBMN.xaa_ligand_02-Model17-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6635,ADBBMN.xaa_ligand_02-Model18-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6601,ADBBMN.xaa_ligand_02-Model19-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6611,ADBBMN.xaa_ligand_02-Model2-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6620,ADBBMN.xaa_ligand_02-Model20-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6639,ADBBMN.xaa_ligand_02-Model21-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6656,ADBBMN.xaa_ligand_02-Model22-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6599,ADBBMN.xaa_ligand_02-Model23-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6617,ADBBMN.xaa_ligand_02-Model24-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6597,ADBBMN.xaa_ligand_02-Model25-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6607,ADBBMN.xaa_ligand_02-Model26-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6644,ADBBMN.xaa_ligand_02-Model27-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6647,ADBBMN.xaa_ligand_02-Model28-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6628,ADBBMN.xaa_ligand_02-Model29-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6629,ADBBMN.xaa_ligand_02-Model3-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6595,ADBBMN.xaa_ligand_02-Model30-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6646,ADBBMN.xaa_ligand_02-Model31-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6648,ADBBMN.xaa_ligand_02-Model32-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6606,ADBBMN.xaa_ligand_02-Model33-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6643,ADBBMN.xaa_ligand_02-Model34-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6627,ADBBMN.xaa_ligand_02-Model35-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6603,ADBBMN.xaa_ligand_02-Model36-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6642,ADBBMN.xaa_ligand_02-Model37-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6641,ADBBMN.xaa_ligand_02-Model38-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6640,ADBBMN.xaa_ligand_02-Model39-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6634,ADBBMN.xaa_ligand_02-Model4-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6623,ADBBMN.xaa_ligand_02-Model40-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6608,ADBBMN.xaa_ligand_02-Model41-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6619,ADBBMN.xaa_ligand_02-Model42-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6616,ADBBMN.xaa_ligand_02-Model43-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6645,ADBBMN.xaa_ligand_02-Model44-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6653,ADBBMN.xaa_ligand_02-Model45-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6621,ADBBMN.xaa_ligand_02-Model46-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6598,ADBBMN.xaa_ligand_02-Model47-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6605,ADBBMN.xaa_ligand_02-Model48-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6632,ADBBMN.xaa_ligand_02-Model49-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
6602,ADBBMN.xaa_ligand_02-Model5-5i6x_edited,2,0.130207,0.039234,0.16944099999999998,0.534,0.239,0.832,0.057,0.889,0.001319,74.32
