id,ligand_name,binding_site,cuda_setup_s,rest_setup_s,total_setup_s,job_wait_s,job_duration_s,run_time_s,processing_time_s,run_plus_processing_s,shutdown_s,gpu_memory_mb
9738,ADBBMN.xaa_ligand_09-Model1-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9772,ADBBMN.xaa_ligand_09-Model10-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9733,ADBBMN.xaa_ligand_09-Model11-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9741,ADBBMN.xaa_ligand_09-Model12-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9735,ADBBMN.xaa_ligand_09-Model13-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9770,ADBBMN.xaa_ligand_09-Model14-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9734,ADBBMN.xaa_ligand_09-Model15-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9774,ADBBMN.xaa_ligand_09-Model16-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9732,ADBBMN.xaa_ligand_09-Model17-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9773,ADBBMN.xaa_ligand_09-Model18-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9771,ADBBMN.xaa_ligand_09-Model19-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9768,ADBBMN.xaa_ligand_09-Model2-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9762,ADBBMN.xaa_ligand_09-Model20-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9783,ADBBMN.xaa_ligand_09-Model21-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9769,ADBBMN.xaa_ligand_09-Model22-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9753,ADBBMN.xaa_ligand_09-Model23-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9729,ADBBMN.xaa_ligand_09-Model24-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9791,ADBBMN.xaa_ligand_09-Model25-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9779,ADBBMN.xaa_ligand_09-Model26-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9776,ADBBMN.xaa_ligand_09-Model27-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9750,ADBBMN.xaa_ligand_09-Model28-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9758,ADBBMN.xaa_ligand_09-Model29-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9760,ADBBMN.xaa_ligand_09-Model3-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9745,ADBBMN.xaa_ligand_09-Model30-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9742,ADBBMN.xaa_ligand_09-Model31-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9763,ADBBMN.xaa_ligand_09-Model32-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9782,ADBBMN.xaa_ligand_09-Model33-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9775,ADBBMN.xaa_ligand_09-Model34-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9740,ADBBMN.xaa_ligand_09-Model35-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9730,ADBBMN.xaa_ligand_09-Model36-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9761,ADBBMN.xaa_ligand_09-Model37-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9777,ADBBMN.xaa_ligand_09-Model38-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9755,ADBBMN.xaa_ligand_09-Model39-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9766,ADBBMN.xaa_ligand_09-Model4-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9784,ADBBMN.xaa_ligand_09-Model40-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9747,ADBBMN.xaa_ligand_09-Model41-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9786,ADBBMN.xaa_ligand_09-Model42-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9737,ADBBMN.xaa_ligand_09-Model43-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9757,ADBBMN.xaa_ligand_09-Model44-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9788,ADBBMN.xaa_ligand_09-Model45-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9787,ADBBMN.xaa_ligand_09-Model46-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9731,ADBBMN.xaa_ligand_09-Model47-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9744,ADBBMN.xaa_ligand_09-Model48-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9743,ADBBMN.xaa_ligand_09-Model49-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9748,ADBBMN.xaa_ligand_09-Model5-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9756,ADBBMN.xaa_ligand_09-Model50-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9792,ADBBMN.xaa_ligand_09-Model51-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9759,ADBBMN.xaa_ligand_09-Model52-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9751,ADBBMN.xaa_ligand_09-Model53-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9746,ADBBMN.xaa_ligand_09-Model54-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9752,ADBBMN.xaa_ligand_09-Model55-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9778,ADBBMN.xaa_ligand_09-Model56-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9789,ADBBMN.xaa_ligand_09-Model57-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9754,ADBBMN.xaa_ligand_09-Model58-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9739,ADBBMN.xaa_ligand_09-Model59-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9790,ADBBMN.xaa_ligand_09-Model6-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9767,ADBBMN.xaa_ligand_09-Model60-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9765,ADBBMN.xaa_ligand_09-Model61-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9749,ADBBMN.xaa_ligand_09-Model62-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9785,ADBBMN.xaa_ligand_09-Model63-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9736,ADBBMN.xaa_ligand_09-Model64-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9780,ADBBMN.xaa_ligand_09-Model7-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9764,ADBBMN.xaa_ligand_09-Model8-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
9781,ADBBMN.xaa_ligand_09-Model9-5i6x_edited,3,0.128508,0.039339,0.16784700000000002,0.537,0.22,0.813,0.055,0.868,0.001358,76.07
1328,ADBBMN.xaa_ligand_10-Model1-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1281,ADBBMN.xaa_ligand_10-Model10-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1295,ADBBMN.xaa_ligand_10-Model11-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1310,ADBBMN.xaa_ligand_10-Model12-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1308,ADBBMN.xaa_ligand_10-Model13-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1337,ADBBMN.xaa_ligand_10-Model14-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1299,ADBBMN.xaa_ligand_10-Model15-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1315,ADBBMN.xaa_ligand_10-Model16-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1325,ADBBMN.xaa_ligand_10-Model17-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1303,ADBBMN.xaa_ligand_10-Model18-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1316,ADBBMN.xaa_ligand_10-Model19-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1329,ADBBMN.xaa_ligand_10-Model2-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1314,ADBBMN.xaa_ligand_10-Model20-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1343,ADBBMN.xaa_ligand_10-Model21-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1298,ADBBMN.xaa_ligand_10-Model22-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1327,ADBBMN.xaa_ligand_10-Model23-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1334,ADBBMN.xaa_ligand_10-Model24-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1342,ADBBMN.xaa_ligand_10-Model25-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1320,ADBBMN.xaa_ligand_10-Model26-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1319,ADBBMN.xaa_ligand_10-Model27-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1293,ADBBMN.xaa_ligand_10-Model28-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1311,ADBBMN.xaa_ligand_10-Model29-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1286,ADBBMN.xaa_ligand_10-Model3-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1339,ADBBMN.xaa_ligand_10-Model30-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1326,ADBBMN.xaa_ligand_10-Model31-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1309,ADBBMN.xaa_ligand_10-Model32-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1283,ADBBMN.xaa_ligand_10-Model33-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1304,ADBBMN.xaa_ligand_10-Model34-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1318,ADBBMN.xaa_ligand_10-Model35-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1297,ADBBMN.xaa_ligand_10-Model36-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1301,ADBBMN.xaa_ligand_10-Model37-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1305,ADBBMN.xaa_ligand_10-Model38-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1289,ADBBMN.xaa_ligand_10-Model39-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1313,ADBBMN.xaa_ligand_10-Model4-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1338,ADBBMN.xaa_ligand_10-Model40-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1340,ADBBMN.xaa_ligand_10-Model41-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1284,ADBBMN.xaa_ligand_10-Model42-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1332,ADBBMN.xaa_ligand_10-Model43-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1282,ADBBMN.xaa_ligand_10-Model44-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1290,ADBBMN.xaa_ligand_10-Model45-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1294,ADBBMN.xaa_ligand_10-Model46-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1285,ADBBMN.xaa_ligand_10-Model47-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1317,ADBBMN.xaa_ligand_10-Model48-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1307,ADBBMN.xaa_ligand_10-Model49-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1330,ADBBMN.xaa_ligand_10-Model5-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1335,ADBBMN.xaa_ligand_10-Model50-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1312,ADBBMN.xaa_ligand_10-Model51-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1287,ADBBMN.xaa_ligand_10-Model52-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1296,ADBBMN.xaa_ligand_10-Model53-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1321,ADBBMN.xaa_ligand_10-Model54-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1344,ADBBMN.xaa_ligand_10-Model55-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1322,ADBBMN.xaa_ligand_10-Model56-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1288,ADBBMN.xaa_ligand_10-Model57-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1306,ADBBMN.xaa_ligand_10-Model58-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1300,ADBBMN.xaa_ligand_10-Model59-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1336,ADBBMN.xaa_ligand_10-Model6-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1323,ADBBMN.xaa_ligand_10-Model60-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1341,ADBBMN.xaa_ligand_10-Model61-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1292,ADBBMN.xaa_ligand_10-Model62-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1291,ADBBMN.xaa_ligand_10-Model63-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1302,ADBBMN.xaa_ligand_10-Model64-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1331,ADBBMN.xaa_ligand_10-Model7-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1333,ADBBMN.xaa_ligand_10-Model8-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
1324,ADBBMN.xaa_ligand_10-Model9-5i6x_edited,3,0.132636,0.039408,0.172044,0.537,0.278,0.878,0.062,0.94,0.001473,75.32
8253,ADBBMN.xaa_ligand_11-Model1-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8219,ADBBMN.xaa_ligand_11-Model10-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8213,ADBBMN.xaa_ligand_11-Model11-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8233,ADBBMN.xaa_ligand_11-Model12-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8194,ADBBMN.xaa_ligand_11-Model13-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8221,ADBBMN.xaa_ligand_11-Model14-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8236,ADBBMN.xaa_ligand_11-Model15-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8210,ADBBMN.xaa_ligand_11-Model16-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8209,ADBBMN.xaa_ligand_11-Model17-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8196,ADBBMN.xaa_ligand_11-Model18-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8199,ADBBMN.xaa_ligand_11-Model19-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8234,ADBBMN.xaa_ligand_11-Model2-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8211,ADBBMN.xaa_ligand_11-Model20-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8200,ADBBMN.xaa_ligand_11-Model21-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8246,ADBBMN.xaa_ligand_11-Model22-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8212,ADBBMN.xaa_ligand_11-Model23-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8201,ADBBMN.xaa_ligand_11-Model24-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8229,ADBBMN.xaa_ligand_11-Model25-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8204,ADBBMN.xaa_ligand_11-Model26-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8223,ADBBMN.xaa_ligand_11-Model27-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8203,ADBBMN.xaa_ligand_11-Model28-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8242,ADBBMN.xaa_ligand_11-Model29-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8226,ADBBMN.xaa_ligand_11-Model3-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8214,ADBBMN.xaa_ligand_11-Model30-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8220,ADBBMN.xaa_ligand_11-Model31-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8215,ADBBMN.xaa_ligand_11-Model32-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8195,ADBBMN.xaa_ligand_11-Model33-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8241,ADBBMN.xaa_ligand_11-Model34-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8222,ADBBMN.xaa_ligand_11-Model35-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8227,ADBBMN.xaa_ligand_11-Model36-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8248,ADBBMN.xaa_ligand_11-Model37-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8206,ADBBMN.xaa_ligand_11-Model38-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8216,ADBBMN.xaa_ligand_11-Model39-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8245,ADBBMN.xaa_ligand_11-Model4-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8231,ADBBMN.xaa_ligand_11-Model40-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8202,ADBBMN.xaa_ligand_11-Model41-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8252,ADBBMN.xaa_ligand_11-Model42-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8232,ADBBMN.xaa_ligand_11-Model43-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8198,ADBBMN.xaa_ligand_11-Model44-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8250,ADBBMN.xaa_ligand_11-Model45-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8230,ADBBMN.xaa_ligand_11-Model46-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8207,ADBBMN.xaa_ligand_11-Model47-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8228,ADBBMN.xaa_ligand_11-Model48-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
8238,ADBBMN.xaa_ligand_11-Model49-5i6x_edited,3,0.133523,0.039671,0.17319400000000001,0.541,0.243,0.845,0.06,0.905,0.001385,75.82
